1452.624,1,7,9,2
1452.624,2,7,8,2
1459.002,2,7,9,2
1459.002,3,7,8,2
1459.002,4,7,7,2
1459.002,5,7,6,2
1459.002,6,7,5,2
1464.295,5,7,9,3
1464.295,6,7,8,3
1464.295,7,7,7,3
1464.295,9,7,5,3
1464.295,8,7,6,3
1482.474,4,9,9,3
1482.474,5,9,8,3
1482.474,6,9,7,3
1482.474,7,9,6,3
1482.474,9,9,4,3
1482.474,8,9,5,3
1513.333,9,9,9,4
1483.887,85,85,85,35
1484.603,87,85,85,35
1488.25,88,85,85,35
1488.25,89,85,85,35
1492.173,85,85,85,36
1533.991,85,85,85,37
1533.991,86,85,85,37
1543.34,85,85,85,38
1543.34,87,85,85,39
1552.321,91,85,85,39
1552.321,90,85,86,39
1552.321,89,85,87,39
1552.321,88,85,88,39
1552.321,87,85,89,39
1552.321,85,85,91,39
1552.321,86,85,90,39
1559.428,94,85,89,42
1559.428,93,85,90,42
1559.428,92,85,91,42
1559.428,91,85,92,42
1567.651,85,86,85,41
1567.651,85,86,86,42
1567.651,86,86,85,42
1589.222,85,88,85,38
1589.222,85,90,89,39
1589.222,87,90,87,39
1589.222,88,90,86,39
1589.222,86,90,88,39
1589.222,89,90,85,39
1589.222,85,92,93,40
1589.222,87,92,91,40
1589.222,88,92,90,40
1589.222,92,92,86,40
1589.222,91,92,87,40
1589.222,86,92,92,40
1589.222,93,92,85,40
1589.222,90,92,88,40
1589.222,89,92,89,40
1589.222,88,94,94,41
1589.222,92,94,90,41
1589.222,91,94,91,41
1589.222,94,94,88,41
1589.222,93,94,89,41
1589.222,90,94,92,41
1589.222,89,94,93,41
1544.308,885,915,885,395
1544.308,887,915,885,395
1545.292,888,915,885,395
1545.292,892,915,885,395
1545.292,891,915,885,395
1545.292,889,915,885,395
1545.292,890,915,885,395
1545.292,892,915,885,396
1545.292,891,915,885,396
1545.292,893,915,885,396
1545.292,894,915,885,396
1575.979,885,915,885,398
1575.979,885,915,885,399
1575.979,886,915,885,399
1575.979,887,915,885,400
1575.979,885,915,886,399
1575.979,886,915,886,400
1575.979,885,915,887,400
1589.222,885,916,885,396
1589.222,887,916,885,398
1589.222,885,916,886,397
1589.222,887,916,886,399
1589.222,888,916,885,399
1589.222,886,916,885,397
1589.222,885,916,887,398
1589.222,887,916,887,400
1589.222,888,916,886,400
1589.222,886,916,886,398
1589.222,885,916,888,399
1589.222,889,916,885,400
1589.222,886,916,887,399
1589.222,885,916,889,400
1589.222,886,916,888,400
1589.222,887,918,885,395
1589.222,887,918,886,396
1589.222,885,918,887,395
1589.222,887,918,887,397
1589.222,885,918,888,396
1589.222,888,918,885,396
1589.222,887,918,888,398
1589.222,885,918,889,397
1589.222,888,918,886,397
1589.222,887,918,889,399
1589.222,891,918,885,399
1589.222,892,918,885,400
1589.222,885,918,890,398
1589.222,888,918,887,398
1589.222,887,918,890,400
1589.222,891,918,886,400
1589.222,886,918,886,395
1589.222,885,918,891,399
1589.222,892,918,886,401
1589.222,888,918,888,399
1589.222,887,918,891,401
1589.222,891,918,887,401
1589.222,885,918,892,400
1589.222,886,918,887,396
1589.222,888,918,889,400
1589.222,885,918,893,401
1589.222,886,918,888,397
1589.222,888,918,890,401
1589.222,889,918,885,397
1589.222,890,918,885,398
1589.222,886,918,889,398
1589.222,893,918,885,401
1589.222,889,918,886,398
1589.222,890,918,886,399
1589.222,886,918,890,399
1589.222,889,918,887,399
1589.222,890,918,887,400
1589.222,886,918,891,400
1589.222,889,918,888,400
1589.222,890,918,888,401
1589.222,886,918,892,401
1589.222,889,918,889,401
1589.222,887,920,888,395
1589.222,887,920,889,396
1589.222,885,920,890,395
1589.222,887,920,890,397
1589.222,885,920,891,396
1589.222,887,920,891,398
1589.222,885,920,892,397
1589.222,888,920,887,395
1589.222,891,920,885,396
1589.222,892,920,885,397
1589.222,887,920,892,399
1589.222,885,920,893,398
1589.222,888,920,888,396
1589.222,891,920,886,397
1589.222,887,920,893,400
1589.222,892,920,886,398
1589.222,885,920,894,399
1589.222,888,920,889,397
1589.222,887,920,894,401
1589.222,891,920,887,398
1589.222,892,920,887,399
1589.222,888,920,890,398
1589.222,891,920,888,399
1589.222,892,920,888,400
1589.222,888,920,891,399
1589.222,891,920,889,400
1589.222,892,920,889,401
1589.222,886,920,889,395
1589.222,888,920,892,400
1589.222,891,920,890,401
1589.222,892,920,890,402
1589.222,886,920,890,396
1589.222,888,920,893,401
1589.222,890,920,885,395
1589.222,891,920,891,402
1589.222,886,920,891,397
